Target,
1,2536
7,2537
7,2538
7,2539
7,2540
7,2541
1,2541
7,2542
1,2542
2,2543
2,2544
1,2545
2,2545
1,2546
2,2546
7,2547
2,2547
7,2548
2,2548
7,2549
1,2549
2,2549
1,2557
1,2558
1,2561
2,2562
2,2563
2,2564
2,2565
2,2566
2,2566
1,2567
1,2568
2,2569
2,2570
2,2571
2,2572
2,2573
1,2573
2,2574
1,2574
5,2575
5,2576
4,2577
1,2577
4,2578
1,2578
1,2579
2,2579
2,2580
2,2580
2,2581
5,2581
2,2582
1,2582
4,2582
2,2583
2,2583
2,2584
1,2584
2,2584
2,2587
2,2591
5,2592
1,2593
1,2594
4,2594
1,2595
1,2596
1,2597
2,2597
7,2598
7,2602
7,2603
2,2604
7,2605
2,2605
1,2606
1,2607
5,2608
1,2609
4,2609
1,2610
2,2610
1,2613
1,2614
7,2615
7,2616
2,2617
1,2618
2,2618
7,2619
2,2619
7,2620
1,2621
7,2623
1,2624
7,2624
7,2625
7,2625
1,2626
1,2627
1,2628
7,2628
7,2629
1,2631
1,2632
1,2633
1,2634
7,2634
1,2638
1,2639
1,2640
1,2641
1,2642
1,2643
7,2644
7,2645
7,2646
7,2647
1,2647
7,2648
1,2648
2,2649
5,2650
1,2651
4,2651
1,2652
2,2652
1,2653
2,2653
1,2654
2,2654
1,2655
5,2655
1,2656
1,2656
1,2657
1,2657
4,2657
7,2658
2,2658
7,2659
5,2659
7,2660
1,2660
7,2661
1,2661
4,2661
7,2662
1,2662
2,2662
7,2664
1,2665
1,2666
1,2667
1,2668
7,2668
1,2669
7,2669
1,2670
1,2670
1,2671
7,2671
1,2672
1,2672
7,2673
7,2673
7,2674
1,2674
7,2674
1,2675
1,2676
3,2677
3,2678
3,2679
3,2680
3,2681
1,2681
3,2682
1,2682
5,2683
5,2684
4,2685
1,2685
4,2686
1,2686
5,2687
1,2688
2,2688
5,2689
2,2690
5,2690
2,2691
1,2691
4,2691
5,2692
5,2692
1,2696
1,2697
1,2698
1,2699
1,2702
8,2703
8,2704
8,2705
8,2706
1,2706
8,2707
1,2707
2,2708
5,2709
1,2710
2,2710
1,2711
2,2711
2,2712
8,2713
2,2713
8,2714
2,2714
8,2715
1,2715
2,2715
1,2716
1,2717
1,2718
8,2718
3,2719
5,2720
1,2721
1,2722
4,2722
3,2723
1,2724
3,2724
5,2725
1,2726
1,2727
4,2727
1,2728
3,2728
1,2729
5,2729
1,2730
1,2730
1,2731
1,2731
4,2731
7,2732
3,2732
7,2733
5,2733
7,2734
1,2734
7,2735
1,2735
4,2735
7,2736
3,2736
7,2737
1,2737
3,2737
7,2738
1,2739
7,2739
1,2740
7,2740
8,2742
1,2743
1,2744
1,2745
8,2745
1,2746
1,2747
8,2747
1,2748
1,2748
7,2749
8,2749
7,2750
1,2750
8,2750
1,2755
1,2756
1,2759
2,2760
2,2761
2,2762
2,2763
2,2764
1,2764
2,2765
1,2765
5,2766
5,2767
2,2768
2,2768
2,2769
5,2769
2,2770
2,2770
2,2771
1,2771
2,2771
1,2776
1,2777
1,2780
1,2781
7,2782
7,2783
7,2784
7,2785
7,2786
1,2786
7,2787
1,2787
2,2788
5,2789
2,2790
1,2791
2,2791
2,2792
1,2793
2,2793
7,2794
2,2794
7,2795
5,2795
7,2796
2,2796
7,2797
1,2797
2,2797
7,2799
1,2800
7,2802
1,2803
1,2804
7,2804
7,2805
1,2806
7,2806
1,2807
1,2807
7,2808
7,2808
7,2809
7,2809
7,2810
1,2810
7,2810
1,2812
1,2813
1,2815
1,2817
1,2819
1,2822
1,2824
1,2825
1,2829
1,2831
1,2832
1,2833
1,2833
1,2834
1,2834
1,2837
1,2838
1,2839
1,2839
1,2840
1,2840
2,2841
2,2842
1,2842
2,2843
2,2844
2,2845
1,2845
2,2846
2,2847
1,2847
5,2848
2,2849
2,2850
1,2850
2,2851
1,2851
5,2852
5,2853
2,2854
2,2855
1,2855
2,2856
1,2856
2,2857
1,2857
1,2857
2,2858
1,2858
1,2858
5,2859
1,2861
1,2862
1,2863
1,2863
1,2865
1,2866
1,2867
7,2868
7,2869
1,2869
7,2870
1,2870
1,2872
1,2873
1,2874
1,2874
7,2875
7,2876
1,2876
1,2878
1,2879
1,2880
1,2881
1,2881
7,2882
7,2883
1,2883
7,2884
1,2884
1,2886
1,2887
1,2888
1,2888
1,2889
1,2889
1,2890
1,2891
1,2891
1,2892
1,2892
7,2893
7,2894
1,2894
7,2895
1,2895
7,2896
1,2896
1,2896
7,2897
1,2897
1,2897
3,2899
3,2900
3,2901
1,2901
5,2902
3,2903
3,2904
3,2905
1,2905
5,2906
2,2907
2,2908
3,2908
2,2909
3,2909
2,2910
3,2910
1,2910
2,2911
5,2911
1,2913
1,2917
1,2921
8,2922
8,2923
8,2924
1,2924
8,2925
8,2926
8,2927
1,2927
2,2928
2,2929
2,2930
1,2930
2,2931
5,2932
8,2933
2,2933
8,2934
2,2934
8,2935
2,2935
1,2935
3,2936
3,2937
3,2938
1,2938
5,2939
5,2940
5,2941
5,2942
1,2942
5,2943
1,2944
4,2944
1,2945
4,2945
1,2946
4,2946
1,2946
1,2947
4,2947
7,2948
3,2948
7,2949
3,2949
7,2950
3,2950
1,2950
7,2951
5,2951
7,2952
7,2953
1,2953
7,2954
1,2956
8,2958
8,2959
8,2960
1,2960
1,2961
1,2962
1,2963
1,2963
7,2964
8,2964
7,2965
8,2965
7,2966
8,2966
1,2966
1,2969
1,2972
1,2974
1,2976
1,2979
1,2982
2,2983
2,2984
2,2985
1,2985
1,2986
1,2987
1,2987
2,2988
2,2989
1,2989
2,2990
2,2991
1,2991
5,2992
5,2993
5,2994
1,2994
4,2995
1,2995
4,2996
1,2996
4,2997
1,2997
1,2997
1,3000
1,3002
1,3005
7,3006
7,3007
7,3008
1,3008
1,3009
1,3011
1,3013
1,3014
1,3015
1,3016
1,3016
1,3017
1,3018
1,3018
1,3019
7,3020
7,3021
1,3021
7,3022
7,3023
1,3023
8,3028
8,3029
8,3031
8,3032
8,3032
8,3033
8,3033
2,3034
5,3035
2,3036
8,3037
2,3037
8,3038
8,3038
2,3038
7,3039
7,3040
8,3041
7,3041
8,3043
8,3045
8,3045
1,3047
1,3048
8,3048
1,3049
8,3049
8,3049
7,3050
8,3050
8,3050
1,3052
1,3053
1,3055
1,3059
1,3061
1,3063
2,3065
2,3066
1,3066
2,3067
1,3067
2,3068
2,3069
1,3069
2,3070
1,3072
1,3073
1,3074
1,3075
1,3076
1,3076
7,3077
7,3078
1,3078
7,3079
1,3079
7,3080
7,3081
1,3081
7,3082
1,3083
1,3084
1,3085
1,3086
1,3086
3,3087
3,3088
3,3089
1,3089
3,3090
3,3091
1,3091
5,3092
5,3093
5,3094
1,3094
4,3095
1,3095
4,3096
1,3096
4,3097
1,3097
1,3097
1,3099
1,3100
1,3101
1,3102
1,3103
1,3103
8,3104
8,3105
8,3106
1,3106
8,3107
1,3107
1,3109
1,3110
1,3112
1,3113
1,3115
1,3117
1,3118
1,3119
1,3119
1,3120
1,3121
1,3122
1,3122
1,3124
1,3127
1,3128
1,3129
1,3130
1,3130
9,3131
9,3132
9,3133
1,3133
1,3135
1,3137
1,3138
1,3139
1,3139
1,3140
1,3142
1,3143
1,3143
1,3144
1,3144
1,3145
1,3145
3,3146
5,3147
3,3148
1,3149
3,3149
3,3150
5,3151
8,3152
3,3152
8,3153
8,3154
5,3154
8,3155
3,3155
8,3156
1,3156
3,3156
8,3157
8,3159
8,3160
1,3161
1,3162
8,3162
8,3163
8,3163
8,3164
8,3164
8,3165
1,3165
8,3165
1,3169
1,3174
1,3175
1,3176
1,3177
1,3177
9,3178
9,3179
9,3180
1,3180
9,3181
1,3183
1,3186
1,3186
1,3187
1,3188
1,3191
1,3193
1,3195
1,3197
1,3198
1,3199
1,3199
1,3200
1,3203
1,3205
1,3206
1,3208
1,3209
1,3209
1,3210
1,3211
1,3211
1,3213
1,3214
1,3214
1,3215
1,3215
1,3216
1,3217
1,3218
1,3219
1,3219
3,3220
5,3221
3,3222
1,3222
3,3223
1,3223
3,3224
5,3225
5,3226
1,3226
4,3227
1,3227
4,3228
1,3228
4,3229
1,3229
1,3229
1,3231
1,3232
1,3233
1,3234
1,3234
1,3235
8,3236
8,3237
1,3237
8,3238
1,3238
8,3239
1,3243
1,3244
1,3248
1,3251
2,3252
2,3253
2,3254
2,3255
1,3255
2,3256
2,3257
1,3257
5,3258
1,3259
1,3261
1,3262
1,3263
1,3264
1,3265
1,3265
1,3266
7,3267
7,3268
7,3269
7,3270
1,3270
7,3271
7,3272
1,3272
1,3274
1,3275
1,3277
1,3278
1,3280
1,3282
1,3283
1,3284
1,3285
1,3285
1,3286
1,3286
1,3287
1,3288
1,3288
1,3289
1,3291
1,3292
1,3293
1,3295
1,3296
1,3297
1,3299
1,3300
1,3301
1,3301
1,3302
1,3303
1,3303
1,3304
1,3304
1,3306
8,3307
8,3308
1,3308
1,3310
1,3311
1,3312
1,3312
1,3313
8,3314
8,3315
1,3315
8,3316
1,3316
8,3317
1,3317
1,3317
1,3320
1,3323
2,3324
2,3325
2,3326
1,3326
5,3327
1,3329
1,3330
1,3331
1,3331
7,3332
7,3333
7,3334
1,3334
3,3335
5,3336
3,3337
5,3338
1,3339
1,3340
4,3340
3,3341
8,3342
3,3342
8,3343
5,3343
8,3344
1,3344
8,3345
1,3345
4,3345
8,3346
8,3348
1,3349
8,3350
1,3351
8,3351
8,3352
8,3353
8,3353
3,3354
5,3355
3,3356
3,3357
1,3357
1,3358
1,3359
1,3360
1,3361
1,3361
3,3362
5,3363
3,3364
3,3365
1,3365
3,3366
3,3367
1,3367
5,3368
5,3369
5,3370
5,3371
1,3371
4,3372
1,3372
4,3373
1,3373
4,3374
1,3374
4,3375
1,3375
1,3375
1,3378
1,3379
1,3382
8,3383
8,3384
8,3385
1,3385
1,3387
1,3388
1,3389
1,3390
1,3391
1,3391
8,3392
8,3393
8,3394
1,3394
8,3395
8,3396
1,3396
3,3397
3,3398
3,3399
1,3399
3,3400
3,3401
1,3401
3,3402
3,3403
1,3403
1,3405
8,3407
8,3408
8,3409
1,3409
1,3411
1,3412
8,3413
8,3414
1,3414
8,3415
1,3415
1,3418
9,3420
9,3421
1,3421
9,3426
9,3427
1,3429
1,3430
1,3431
1,3431
1,3432
1,3435
1,3436
1,3436
1,3438
1,3442
2,3444
2,3445
1,3445
2,3446
5,3447
1,3449
1,3450
1,3451
1,3451
7,3452
7,3453
1,3453
7,3454
1,3456
1,3457
1,3459
1,3460
1,3461
1,3462
1,3462
1,3463
1,3463
1,3465
1,3466
1,3467
1,3468
1,3468
1,3472
1,3475
8,3476
8,3477
8,3478
1,3478
1,3481
1,3483
1,3484
1,3485
1,3485
3,3486
3,3487
3,3488
5,3489
3,3490
1,3490
5,3491
1,3496
8,3499
8,3500
8,3501
8,3502
1,3502
1,3504
1,3506
1,3507
1,3508
1,3508
1,3510
1,3511
1,3512
1,3513
1,3514
1,3514
1,3519
1,3522
8,3523
8,3524
8,3525
8,3526
1,3526
1,3528
1,3530
1,3532
1,3533
1,3533
1,3534
1,3536
1,3540
1,3541
1,3542
1,3543
1,3543
1,3546
8,3547
8,3548
1,3548
8,3549
1,3552
1,3553
1,3555
1,3557
1,3559
1,3560
1,3561
1,3562
1,3563
1,3563
1,3569
1,3570
1,3574
3,3576
3,3578
2,3581
2,3582
5,3583
6,3588
6,3589
0,3590
0,3591
6,3596
5,3598
3,3600
5,3602
5,3605
5,3606
8,3607
8,3608
8,3609
3,3609
8,3610
3,3612
6,3614
8,3615
8,3616
6,3616
8,3622
2,3623
2,3624
2,3625
8,3625
5,3627
5,3629
8,3630
8,3631
5,3631
1,3635
5,3636
4,3637
1,3637
8,3640
8,3641
8,3643
8,3646
6,3647
4,3647
6,3648
4,3648
1,3648
6,3649
6,3650
6,3651
0,3652
0,3653
3,3655
5,3657
6,3660
2,3661
6,3663
2,3668
5,3669
0,3670
0,3671
8,3684
8,3685
8,3688
8,3691
5,3692
6,3693
4,3693
8,3696
8,3699
8,3702
5,3703
1,3704
4,3704
8,3707
8,3710
5,3711
5,3712
4,3712
6,3713
1,3715
6,3715
4,3716
4,3716
5,3718
5,3720
6,3723
5,3724
6,3726
6,3731
5,3732
0,3733
0,3734
1,3735
1,3736
6,3736
1,3737
5,3737
1,3738
1,3739
1,3740
2,3740
1,3741
2,3741
1,3742
6,3742
1,3743
1,3744
1,3745
1,3746
1,3747
6,3747
1,3748
5,3748
1,3749
0,3749
1,3750
0,3750
3,3752
3,3753
2,3756
2,3757
5,3758
6,3762
6,3763
0,3764
0,3765
6,3767
5,3768
5,3771
0,3772
0,3773
0,3776
5,3781
5,3782
5,3783
5,3784
5,3785
5,3787
5,3789
8,3790
8,3791
8,3792
5,3792
8,3793
8,3794
6,3796
8,3797
8,3798
6,3798
8,3803
2,3804
2,3805
8,3805
6,3807
8,3808
8,3809
5,3809
1,3813
5,3814
4,3815
1,3815
8,3816
8,3817
8,3819
6,3820
4,3820
6,3821
4,3821
1,3821
0,3822
5,3823
0,3824
3,3825
3,3826
2,3826
5,3827
6,3827
3,3828
0,3828
5,3829
0,3829
5,3830
0,3830
5,3831
5,3832
5,3833
5,3834
5,3835
4,3836
4,3836
4,3837
4,3837
4,3838
4,3838
4,3839
4,3839
4,3840
4,3840
2,3841
2,3842
6,3842
2,3843
5,3843
2,3844
2,3845
2,3846
2,3846
2,3847
2,3847
2,3848
6,3848
2,3849
2,3850
2,3851
6,3851
2,3852
6,3852
2,3853
0,3853
2,3854
0,3854
5,3855
5,3856
5,3857
5,3858
5,3859
5,3860
5,3861
5,3862
8,3863
8,3863
8,3864
8,3865
8,3866
8,3867
8,3867
8,3868
8,3869
8,3870
8,3870
8,3871
5,3871
8,3872
4,3872
1,3872
8,3873
8,3873
8,3874
6,3874
4,3874
1,3874
7,3875
7,3876
3,3876
7,3877
7,3878
3,3878
7,3879
7,3880
7,3881
2,3881
7,3882
2,3882
7,3883
7,3884
5,3884
7,3885
7,3886
7,3887
7,3888
6,3888
7,3889
6,3889
7,3890
0,3890
7,3891
0,3891
7,3892
7,3893
1,3893
7,3894
7,3895
2,3895
7,3896
0,3896
7,3897
7,3898
9,3898
3,3899
7,3899
7,3900
7,3900
5,3901
7,3901
7,3902
8,3903
7,3903
7,3904
9,3905
7,3905
7,3906
7,3907
7,3908
7,3909
2,3909
7,3910
7,3911
2,3912
7,3912
5,3913
7,3913
1,3914
7,3914
1,3915
4,3915
7,3915
7,3916
7,3916
7,3917
7,3918
7,3918
7,3919
1,3920
7,3920
1,3921
7,3921
7,3922
7,3923
1,3924
7,3924
9,3925
7,3925
7,3926
7,3927
7,3928
2,3928
7,3929
7,3930
7,3930
7,3931
7,3932
7,3933
2,3934
7,3934
7,3935
1,3936
7,3936
7,3937
7,3937
7,3938
7,3938
1,3939
7,3939
7,3940
7,3941
7,3941
7,3942
0,3942
7,3943
7,3943
7,3943
7,3944
7,3944
0,3945
2,3946
0,3946
7,3947
7,3948
7,3949
8,3950
7,3950
2,3951
7,3951
7,3952
7,3952
7,3953
5,3953
5,3954
7,3954
7,3955
0,3955
7,3956
7,3956
7,3957
7,3958
8,3958
7,3959
8,3959
7,3959
7,3960
7,3960
7,3961
8,3962
7,3962
1,3963
7,3963
7,3964
7,3965
7,3966
1,3966
7,3967
9,3967
7,3968
3,3968
7,3969
7,3969
7,3970
1,3970
7,3971
3,3971
7,3972
7,3972
7,3973
5,3973
7,3974
1,3974
4,3974
7,3975
7,3976
7,3977
7,3978
7,3979
7,3980
7,3981
8,3981
1,3982
7,3982
7,3983
7,3984
8,3984
7,3985
7,3986
1,3986
7,3987
7,3988
9,3988
7,3989
7,3990
7,3991
2,3991
7,3992
5,3992
7,3993
7,3994
1,3995
7,3995
7,3996
7,3996
7,3997
1,3998
7,3998
7,3999
7,4000
7,4001
7,4002
1,4002
7,4003
7,4004
1,4004
7,4005
7,4006
7,4007
1,4007
7,4008
7,4009
1,4009
7,4010
1,4010
7,4011
1,4011
1,4011
7,4012
7,4013
3,4013
7,4014
3,4014
7,4015
7,4015
7,4016
5,4016
7,4017
1,4017
7,4018
3,4018
7,4019
7,4019
7,4020
5,4020
7,4021
1,4021
4,4021
7,4022
3,4022
7,4023
7,4023
7,4024
1,4024
3,4024
7,4025
1,4025
7,4025
7,4026
7,4027
7,4028
7,4029
7,4030
8,4030
7,4031
7,4032
7,4033
8,4033
7,4034
1,4035
7,4035
1,4036
7,4036
7,4037
8,4037
7,4038
1,4038
8,4038
8,4039
7,4039
7,4040
7,4041
8,4041
7,4042
7,4043
8,4043
8,4043
7,4044
8,4045
7,4045
7,4046
1,4047
7,4047
7,4048
8,4048
8,4048
7,4049
7,4050
7,4051
1,4052
7,4052
7,4053
9,4053
7,4054
7,4055
1,4055
7,4056
1,4056
7,4057
8,4057
7,4058
7,4059
1,4060
7,4060
7,4061
7,4062
7,4063
1,4064
7,4064
7,4065
7,4066
8,4066
7,4067
8,4067
7,4068
1,4068
8,4068
7,4069
7,4070
7,4071
1,4071
7,4072
7,4073
1,4073
7,4074
7,4075
7,4076
7,4077
7,4078
7,4079
1,4079
7,4080
1,4080
7,4081
2,4081
7,4082
2,4082
7,4083
1,4083
2,4083
7,4084
7,4085
1,4086
7,4086
1,4087
7,4087
7,4088
7,4088
7,4089
7,4089
7,4090
1,4090
7,4090
7,4091
7,4092
7,4093
7,4094
7,4095
1,4095
7,4096
7,4096
7,4097
7,4098
7,4099
1,4099
7,4100
7,4101
1,4101
7,4102
7,4103
1,4104
7,4104
7,4105
7,4106
8,4106
7,4107
8,4107
7,4108
1,4108
8,4108
7,4109
7,4110
1,4110
7,4111
1,4111
7,4112
7,4113
7,4114
7,4115
8,4115
7,4116
7,4117
7,4118
1,4118
7,4119
7,4120
7,4121
7,4122
1,4122
7,4123
1,4123
7,4124
7,4125
7,4126
1,4126
7,4127
7,4128
1,4128
7,4129
7,4130
1,4130
7,4131
7,4132
7,4133
7,4134
1,4134
2,4153
7,4154
1,4157
3,4158
8,4161
1,4164
5,4165
1,4165
5,4166
1,4166
5,4167
5,4168
4,4169
1,4169
4,4170
1,4170
5,4171
4,4172
1,4172
5,4173
4,4174
1,4174
1,4175
4,4175
1,4176
4,4176
1,4177
4,4177
1,4177
1,4178
4,4178
1,4178
1,4179
4,4179
1,4179
1,4180
4,4180
1,4180
4,4181
5,4181
1,4181
5,4182
5,4182
1,4184
3,4185
3,4186
1,4186
5,4187
5,4188
1,4188
1,4189
5,4190
5,4191
1,4191
5,4192
1,4192
1,4193
3,4194
3,4195
1,4195
5,4196
5,4197
1,4197
5,4198
5,4199
1,4199
5,4200
5,4201
1,4201
8,4202
1,4202
8,4203
8,4204
1,4204
8,4205
3,4205
8,4206
3,4206
1,4206
8,4207
5,4207
8,4208
5,4208
1,4208
8,4209
5,4209
8,4210
5,4210
1,4210
8,4211
5,4211
1,4211
1,4212
1,4213
5,4214
5,4215
4,4216
1,4216
4,4217
1,4217
1,4218
1,4219
5,4220
5,4221
4,4222
1,4222
4,4223
1,4223
1,4224
1,4225
5,4226
5,4227
4,4228
1,4228
4,4229
1,4229
1,4230
1,4231
5,4232
5,4233
4,4234
1,4234
4,4235
1,4235
3,4236
8,4237
8,4238
1,4238
8,4239
1,4239
8,4240
5,4240
8,4241
5,4241
8,4242
4,4242
1,4242
8,4243
1,4243
8,4244
1,4244
8,4245
5,4245
8,4246
5,4246
8,4247
4,4247
1,4247
8,4248
4,4248
1,4248
8,4255
8,4256
8,4258
8,4259
8,4263
8,4264
8,4268
8,4269
8,4272
8,4273
8,4277
8,4278
8,4279
8,4281
8,4282
8,4284
8,4285
8,4286
8,4287
8,4288
8,4289
8,4289
8,4290
8,4290
8,4291
8,4291
8,4292
8,4292
8,4293
8,4293
8,4294
8,4294
8,4295
8,4295
1,4296
5,4297
4,4298
1,4298
1,4299
5,4300
4,4301
1,4301
1,4302
5,4303
4,4304
1,4304
5,4305
4,4306
1,4306
5,4307
4,4308
1,4308
1,4309
5,4310
4,4311
1,4311
1,4312
5,4313
4,4314
1,4314
1,4315
5,4316
4,4317
1,4317
1,4318
5,4319
4,4320
1,4320
1,4321
5,4322
4,4323
1,4323
8,4324
1,4324
8,4325
5,4325
8,4326
4,4326
1,4326
8,4327
1,4327
8,4328
4,4328
1,4328
8,4329
8,4330
1,4330
8,4331
4,4331
1,4331
8,4332
4,4332
1,4332
8,4333
8,4334
1,4334
5,4335
1,4336
4,4336
1,4337
4,4337
1,4337
5,4338
4,4339
1,4339
1,4340
4,4340
1,4341
4,4341
1,4341
8,4342
5,4342
8,4343
1,4343
4,4343
5,4344
1,4345
4,4345
1,4346
4,4346
1,4346
8,4347
5,4347
8,4348
4,4348
1,4348
8,4349
1,4349
4,4349
8,4350
1,4350
4,4350
1,4350
8,4351
8,4351
5,4351
1,4353
8,4354
1,4355
8,4356
8,4357
1,4357
1,4359
8,4360
1,4361
8,4362
8,4363
1,4363
8,4364
8,4365
1,4366
1,4367
1,4368
8,4368
1,4369
8,4369
8,4370
8,4371
1,4371
8,4372
8,4372
8,4373
8,4374
1,4374
8,4375
8,4375
8,4376
8,4376
1,4376
8,4377
8,4378
8,4378
8,4379
8,4379
8,4380
1,4380
1,4382
1,4384
8,4385
1,4387
1,4388
8,4389
8,4390
1,4390
8,4391
8,4392
1,4392
8,4393
8,4394
1,4394
8,4395
8,4395
1,4396
1,4397
8,4398
1,4399
1,4400
8,4401
8,4402
1,4402
8,4403
8,4404
1,4404
8,4405
8,4406
1,4406
8,4407
8,4407
8,4408
8,4409
1,4409
8,4410
8,4410
8,4411
8,4411
8,4412
8,4412
1,4412
8,4413
8,4413
8,4414
8,4414
8,4415
1,4415
8,4415
1,4416
8,4417
8,4418
1,4418
8,4419
8,4420
1,4420
8,4421
8,4421
8,4422
8,4422
1,4422
1,4423
8,4424
1,4424
8,4425
8,4426
1,4426
8,4427
8,4427
8,4428
8,4428
8,4428
8,4429
8,4429
8,4429
8,4432
8,4434
8,4435
8,4435
8,4438
8,4440
8,4443
8,4444
8,4445
8,4446
8,4447
8,4447
8,4448
8,4449
8,4450
8,4450
5,4451
1,4452
4,4452
5,4453
1,4454
4,4454
8,4455
5,4455
8,4456
1,4456
4,4456
8,4459
8,4466
8,4467
8,4468
8,4472
8,4473
8,4474
8,4476
8,4480
8,4481
8,4482
8,4483
8,4484
8,4485
8,4485
8,4486
8,4486
8,4487
8,4487
8,4488
8,4488
5,4489
5,4490
5,4491
1,4492
1,4493
1,4494
1,4495
4,4495
1,4496
4,4496
1,4497
4,4497
5,4498
5,4499
5,4500
1,4501
1,4502
1,4503
4,4503
1,4504
4,4504
1,4505
4,4505
8,4506
5,4506
8,4507
5,4507
8,4508
5,4508
8,4509
1,4509
8,4510
1,4510
8,4511
1,4511
4,4511
8,4512
1,4512
4,4512
3,4513
5,4514
5,4515
4,4516
1,4516
5,4517
4,4518
1,4518
4,4519
1,4519
1,4519
4,4520
1,4520
1,4520
2,4521
5,4521
2,4522
4,4522
1,4522
2,4523
1,4523
4,4523
2,4524
1,4524
4,4524
1,4524
1,4527
1,4528
1,4531
1,4532
1,4535
1,4536
1,4539
1,4540
8,4541
8,4542
8,4543
8,4544
2,4545
2,4546
1,4546
2,4547
2,4548
1,4548
2,4549
2,4550
1,4550
2,4551
1,4551
8,4552
2,4552
8,4553
2,4553
5,4554
5,4555
5,4556
5,4557
8,4558
5,4558
8,4559
5,4559
1,4562
1,4563
1,4566
1,4567
1,4570
1,4571
1,4574
1,4575
1,4578
1,4579
1,4581
1,4582
8,4583
8,4584
8,4585
8,4586
8,4587
8,4588
1,4588
2,4589
1,4590
2,4590
2,4591
1,4592
2,4592
2,4593
1,4594
2,4594
2,4595
1,4596
2,4596
2,4597
1,4598
2,4598
1,4599
2,4599
8,4600
2,4600
8,4601
2,4601
1,4606
1,4607
1,4608
1,4609
1,4614
1,4615
1,4616
1,4617
8,4618
8,4619
8,4620
8,4621
8,4622
1,4622
8,4623
1,4623
2,4624
2,4625
1,4626
2,4626
1,4627
2,4627
2,4628
2,4629
1,4630
2,4630
1,4631
2,4631
8,4632
2,4632
8,4633
2,4633
8,4634
1,4634
2,4634
2,4639
2,4640
1,4641
1,4642
8,4643
1,4643
1,4644
1,4645
8,4646
1,4646
1,4647
1,4647
1,4648
1,4648
1,4649
8,4649
1,4649
7,4650
7,4651
1,4652
1,4653
7,4653
1,4654
7,4654
1,4656
1,4658
8,4659
8,4660
1,4660
1,4662
1,4663
8,4664
8,4665
1,4665
1,4667
1,4669
8,4670
8,4671
1,4671
1,4672
1,4673
8,4674
8,4675
1,4675
1,4676
1,4677
1,4677
1,4678
1,4679
1,4679
1,4680
8,4680
1,4681
1,4682
1,4682
1,4683
1,4684
1,4684
1,4685
8,4685
1,4686
8,4686
1,4686
7,4687
7,4688
1,4689
7,4689
1,4690
7,4690
1,4691
8,4692
1,4692
7,4693
8,4693
7,4694
8,4694
7,4695
8,4695
1,4695
7,4698
7,4699
1,4702
1,4703
7,4704
7,4705
1,4705
1,4706
7,4707
7,4708
1,4708
7,4709
7,4710
1,4710
1,4712
1,4714
8,4715
1,4716
1,4717
8,4718
8,4719
1,4719
1,4720
1,4721
8,4722
1,4724
1,4725
8,4726
1,4727
1,4728
8,4729
8,4730
1,4730
1,4731
1,4732
8,4733
1,4734
1,4735
1,4735
1,4736
1,4737
1,4737
1,4738
8,4738
1,4739
1,4740
1,4740
1,4741
1,4741
1,4742
8,4742
1,4743
8,4743
1,4743
1,4744
1,4745
1,4745
1,4746
1,4747
1,4747
1,4748
8,4748
7,4749
7,4750
1,4750
7,4751
7,4752
1,4752
7,4753
1,4753
7,4754
8,4754
7,4755
8,4755
7,4756
8,4756
5,4757
4,4758
1,4758
1,4759
4,4759
1,4760
4,4760
1,4760
4,4761
1,4761
1,4762
4,4762
1,4763
4,4763
1,4763
1,4764
5,4764
1,4765
4,4765
1,4765
1,4766
1,4766
4,4766
1,4767
1,4767
4,4767
1,4767
7,4768
5,4768
7,4769
4,4769
1,4769
7,4770
1,4770
4,4770
7,4771
1,4771
4,4771
1,4771
7,4772
7,4773
1,4773
7,4774
7,4775
1,4775
8,4779
8,4780
1,4781
1,4782
1,4783
1,4784
1,4785
8,4785
8,4789
8,4790
1,4791
1,4792
1,4793
1,4794
1,4795
8,4795
1,4796
1,4797
1,4798
1,4799
1,4800
8,4800
1,4801
8,4801
1,4802
1,4802
1,4803
1,4803
1,4804
1,4804
1,4805
1,4805
7,4806
7,4807
1,4807
7,4808
1,4808
7,4809
8,4809
7,4810
8,4810
8,4813
8,4816
5,4817
1,4818
1,4819
4,4819
1,4820
5,4820
1,4821
1,4821
1,4822
1,4822
4,4822
5,4823
5,4823
5,4824
1,4824
4,4824
4,4825
1,4825
1,4825
4,4825
8,4828
8,4831
8,4834
8,4835
8,4838
8,4840
8,4843
8,4845
8,4847
8,4848
8,4849
8,4851
8,4852
8,4854
8,4855
8,4856
8,4856
8,4857
8,4857
8,4858
8,4858
8,4859
8,4859
8,4860
8,4860
5,4861
1,4862
1,4863
4,4863
5,4864
1,4865
4,4865
5,4866
1,4867
1,4868
4,4868
5,4869
1,4870
4,4870
5,4871
1,4872
4,4872
5,4873
1,4874
1,4875
4,4875
8,4876
1,4876
4,4876
8,4877
1,4877
4,4877
8,4878
1,4878
8,4879
1,4879
4,4879
3,4880
5,4881
1,4882
3,4882
1,4883
5,4883
3,4884
5,4885
1,4886
3,4886
1,4887
1,4888
5,4888
8,4889
3,4889
8,4890
5,4890
8,4891
1,4891
3,4891
5,4892
5,4893
5,4894
5,4895
5,4896
3,4905
5,4906
3,4907
3,4908
5,4909
5,4910
3,4911
5,4912
3,4913
5,4914
5,4915
5,4916
1,4918
8,4919
1,4921
8,4922
8,4924
